id_expo,nombre_expo,nombre_expo_ano,descripcion_expo,autor_texto,id_autor_texto,documento_ppal,id_documentos_expo,ano_ini,mes_ini,dia_ini,ano_fin,mes_fin,dia_fin,fecha_ini,fecha_fin,duracion_dias,artistas,id_personas_artistas,curadores,id_personas_curadores,presentadores,id_personas_presentadores,nombre_espacio,id_espacio,obras,id_obras,apoyan_auspicia,id_personas_apoyan,id_organizaciones_apoyan,id_img_doc_fk,observaciones_expos,tipo_expo,expo_order
270,Muestra de arte gráfico mexicano de la Colección del Museo de Arte Moderno La Tertulia,Muestra de arte gráfico mexicano de la Colección del Museo de Arte Moderno La Tertulia*1983,,,,,,1983,6,,,,,1983-06-01,1900-01-01,#NUM!,"José Bartoli, Feliciano Bejar, Leonora Carrington, Alfredo Castañeda, Arnaldo Coen, Pedro Coronel, Rafael Coronel, Francisco Corzas, José Luis Cuevas, Roberto Donis, Helen Escobedo, Manuel Felguérez, Pedro Friedeberg, Fernando García Ponce, Alberto Gironella, Mathias Goeritz, Luis López Loza, Teodoro Maoz, Jesús Martínez, Ignacio Miranda, Brian Nissen, Emilio Ortiz, Antonio Peláez, José Guadalupe Posada, Ricardo Rocha, Vicente Rojo, Nunik Sauret, David Alfaro Siqueiros, Juan Soriano, Rufino Tamayo, Francisco Toledo,Francisco Zúñiga",,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,272
271,Muestra de realismo colombiano de la Colección del Museo de Arte Moderno La Tertulia,Muestra de realismo colombiano de la Colección del Museo de Arte Moderno La Tertulia*1983,,,,,,1983,7,,,,,1983-07-01,1900-01-01,#NUM!,"Ever Astudillo, Antonio Barrera, Santiago Cárdenas, Gregorio Cuartas, Alfredo Guerrero, Óscar Jaramillo, Darío Morales, Óscar Muñoz, Saturnino Ramírez, Javier Restrepo, Miguel Ángel Rojas,Mariana Varela",,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,273
272,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1983,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1983*1983,,,,,,1983,8,,,,,1983-08-01,1900-01-01,#NUM!,Varios,,Miguel González,,,,Sala Alterna,,,,,,,,,,274
273,Dibujos de Ficciones,Dibujos de Ficciones*1983,,,,,,1983,9,1,,,,1983-09-01,1983-10-31,60,Gustavo Zalamea,,Miguel González,,,,Sala de Exposiciones Rotatorias,,,,,,,,,,275
274,Antonio Barrera ,Antonio Barrera *1983,,Marta Traba,,d.146,,1983,9,8,,,,1983-09-08,1983-10-28,50,Antonio Barrera,,,,,,Galería-Taller,,Amanecer,3021,,,,,,,276
275,José Hernández,José Hernández*1983,,Claude Spaak,,d.22,,1983,9,15,1983,10,15,1983-09-15,1983-10-15,30,José Hernández,,,,,,Todas las salas,,,,,,,d161.pdf,,,277
276,Doce Artistas Gráficos del Brasil,Doce Artistas Gráficos del Brasil*1983,,"Belisario Betancur, Joao Hermes Pereira de Araujo",,d.21,,1983,9,20,1983,10,20,1983-09-20,1983-10-20,30,"Darel Valença, Edith Behring, Fayga Ostrower, Ana Letycia Quadros, Rossini Perez, María Bonomi, Renina Katz, Solange Oliveira, Thereza Miranda, Odetto Guersoni, Valerio Rodrigues, Carlos Martins",,,,,,Galería-Taller,,,,"Darel Valença, Edith Behring, Fayga Ostrower, Ana Letycia Quadros, Rossini Perez, María Bonomi, Renina Katz, Solange Oliveira, Thereza Miranda, Odetto Guersoni, Valerio Rodrigues, Carlos Martíns",,,d160.pdf,,,278
278,Bienal de Arquitectura,Bienal de Arquitectura*1983,,,,,,1983,10,25,,,,1983-10-25,1900-01-01,#NUM!,Varios,,,,,,Sala de Exposiciones Rotatorias,,,,Sociedad Colombiana de Arquitectos,,,,,,279
277,Liliana Porter ,Liliana Porter *1983,,,,d.143,,1983,10,27,,,,1983-10-27,1900-01-01,#NUM!,Liliana Porter,,,,,,Todas las salas,,,,,,,,,,280
279,Rogelio Polesello,Rogelio Polesello*1983,,,,d.138,,1983,11,17,,,,1983-11-17,1984-01-01,45,Rogelio Polesello,,,,,,Galería-Taller,,,,,,,,,,281
280,Emma Reyes,Emma Reyes*1983,,,,,,1983,12,6,,,,1983-12-06,1900-01-01,#NUM!,Emma Reyes,,,,,,Galería-Taller,,,,,,,,,,282
282,Muestra de arte gráfico norte-americano de la Colección del Museo de Arte Moderno La Tertulia 1984,Muestra de arte gráfico norte-americano de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,,Maritza Uribe,,d.166,,1984,1,,,,,1984-01-01,1900-01-01,#NUM!,"Willem De Kooning, Sam Francis, Ellworth Kelly, Roy Lichtenstein, Richard Lindner, Robert Motherwell, Louise Nevelson, Henry Pearson, Saul Steinberg, Mauricio Lasansky, Peter Milton, David Becker, Carol Summers, Andy Warhol, Robert Rauschenberg, Jim Dine, Robert Indiana, John McLaughlin, Alexander Calder, Will Barnet, Leonard Baskin, Herbert Bayer, Warrington Colescott, Allan D'Arcangelo, Milton Glaser, John Paul Jones, Robert Kipniss, Kenjilo Nanao, Robert Nelson, Thom O'Connor, Gabor Peterdi, Charles Roth, Edward Ruscha, Masaaki Sato, Ernest Trova, Robert Rauschenberg, William Weege, Louise Nevelson,Richard Claude Ziemann",,Miguel González,,,,Sala de Exposiciones Rotatorias,,"Waiting, Fuseli, Sin título, In a dark time, Blue Moon, Sugar hill, Sin título, Sin título, Backyard iv, Sin título, Bleeding heart, The explosive immediacy of statement, We are all one, Sin título, Morning with judd, Return, De la serie: THE JOLLY CORNER SUITE, III:1, Passage III, Sin título, Night Flower II, SEAMSTER OF VENUS -Homenaje a Burroughs-, SARKS -hommage a Burroughs-, Hommage  to burroughs (flight series),Dusk in august, Sky shadow, Sin título no. 6, Mask of ghent, Face, Pacific, Composition for peace portfolio, Maids and other Servants: THE BUTLER, Man walking away from it all, Oxygen no. 16, Sin título, Ponope, F.m. perspective shadow man, Campbell's soup -tomato, Wouldst thou have daly for thy king, Black-eyed susans, History of Printmaking: Durer at 23, in love. His bags are stolen, Watertower, Beginning, Sin Título, Paintbrush, Sin título, Olympia and ollie, Love","2854, 2625, 2707, 2768, 2677, 2115, 2598, 2612, 2546, 2964, 2548, 2500, 2501, 2599, 2502, 2503, 2504, 2853, 2505, 2856, 2621, 2622, 2623, 2506, 2674, 2758, 2508, 2509, 2973, 2679, 3080, 3039, 2153, 2544, 2545, 2540, 2678, 2559, 2547, 3091, 2538, 2757, 2613, 2755, 2605, 2706, 2611",Centro Colombo-americano de Bogotá,,,,,,283
283,1er. Salón OP de Diseño Gráfico,1er. Salón OP de Diseño Gráfico*1984,,Carlos Duque,,d.139,,1984,1,23,,,,1984-01-23,1984-03-31,68,"Dicken Castro, David Consuegra, Marta Granados",,,,,,Sala Alterna,,,,"Museo de Arte Moderno de Bogota, OP gráficas ltda.",,,,,,284
284,"Bachs, carteles cinematográficos","Bachs, carteles cinematográficos*1984",,,,,,1984,2,,,,,1984-02-01,1900-01-01,#NUM!,Eduardo Martínez Bachs,,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,285
285,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,,,,,,1984,2,,,,,1984-02-01,1900-01-01,#NUM!,"Rodolfo Abularach , David Manzur, Alejandro Obregón, María Thereza Negreiros, Lucy Tejada, Beatriz Daza, Santiago Cárdenas, Emma Reyes, Beatriz González, Enrique Grau, Manuel Hernández, Álvaro Herrán, Luciano Jaramillo, Antonio Barrera, Jonier Marín, Fernando Maza, Gabriel Messil, Noé Nojechowicz, Rogelio Polesello, Liliana Porter, Eduardo Mac Entyre, Delia Cugat, Ary Brizzi, Hugo Cifuentes , Carlos Cruz-Diez, Fernando de Szyszlo, Emilio Sánchez, Agustín Fernández, Rubens Gerchman ,Óscar Pantoja",,Miguel González,,,,Sala de Exposiciones Rotatorias,,,,,,,,,,286
281,Mario Gordillo,Mario Gordillo*1984,,,,,,1984,2,2,,,,1984-02-02,1900-01-01,#NUM!,Mario Gordillo,,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,287
286,Exposición de Marta Minujin,Exposición de Marta Minujin*1984,,Jorge Glusberg,,d.161,,1984,4,12,1984,12,6,1984-04-12,1984-05-30,48,Marta Minujín,,,,,,Galería-Taller,,,,Alcaldía de Cali,,,,,,288
287,Audivert,Audivert*1984,,Alberto Collazo,,d.163,,1984,4,26,,,,1984-04-26,1900-01-01,#NUM!,Eduardo Audivert,,,,,,Sala Alterna,,,,,,,,,,289
288,Este Petróleo me Pertenece,Este Petróleo me Pertenece*1984,,Miguel González,,d.160,,1984,5,10,,,,1984-05-10,1900-01-01,#NUM!,Rolando Peña,,,,,,Sala Alterna,,Cuadro de los machetes,3957,,,,,,,290
289,John Grillo,John Grillo*1984,,,,d.36,,1984,6,12,,,,1984-06-12,1900-01-01,#NUM!,John Grillo,,,,,,Sala de Exposiciones Rotatorias,,Sin Título,2173,,,,d175.pdf,,,291
290,Roser Bru y Eugenio Dittborn,Roser Bru y Eugenio Dittborn*1984,,Adriana Valdes,,d.158,,1984,6,21,,,,1984-06-21,1900-01-01,#NUM!,"Roser Bru,Eugenio Dittborn",,,,,,Galería-Taller,,Díptico de Kafka y milena,3956,,,,,,,292
291,"Pedro Alcántara, Óscar Muñoz y Guilermo Vélez","Pedro Alcántara, Óscar Muñoz y Guilermo Vélez*1984",,,,,,1984,9,6,,,,1984-09-06,1900-01-01,#NUM!,"Pedro Alcántara Herrán, Óscar Muñoz,Guillermo Vélez",,,,,,Sala de Exposiciones Rotatorias,,,,,,,,,,293
292,Cruz Diez,Cruz Diez*1984,,,,d.147,,1984,9,13,,,,1984-09-13,1900-01-01,#NUM!,Carlos Cruz-Diez,,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,294
293,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,,,,,,1984,9,20,,,,1984-09-20,1900-01-01,#NUM!,"Deborah Aguado, Jeanette Ahlgren, Stephen Albair, Setephan Charles Allendort, Helen Banes, James Bennett, Cathy Berse, Melodie Beylik, Joan Fraerman Binkley, Richard Coble, Leslie Correl, Amy Davison, Edward de Large, Sherry De Leon, Ellen Dimsdale, Debby Doolittle, Patti Dougherty, Robert Edendort, Claudia Ebling, Gloria Elliot, Phillip Fike, Arline Fisch, Pat Flynn, Diane Flyr, Andrew Garn, Elizabeth Garrison, Thomas Gentille, Martha Glowacki, Garry Griffin, Laurie Hall, Florise Herbez, Ron Ho, Carol Shannon Hsu, Marry Lee Hu, June Jasen, Lynda Kahn, Jeannse Keefer, Susan Kingsley, Judith Ubick, Brent Kington, Alice H. Klein, Kathryn Klingensmith, Gretchen Klunder-Raber, Jeffrey Krolik, Belle Kuhn, Roger Kuhn, David Laplantz, Rebekah Laskin, Betty Len Lau, Van LeBus, Stanley Lechtzin, Marc David Levine, Keith Alan Lewis, Daniel Fleckenstein, Ronald Lodes, Susan Webster Lowry, Linda McNeil, Richard Mafong, Thomas Mann, Bruce Metcalf, Robert Lee Morris, Bob Natalini, Ruth Nivola, Brigid O´Hanrahan, Candace Loheed, Gene Pijanowski, Hiroko Stato Pijanowski, Boo Poulin, Robin Quigley, Debra Rapoport, Irene Redd, Ellen Reiben, Ivy Ross, Mary Ann Scherr, Sydney Scherr, Marjorie Schick, Joyce Scott, Sabara Segal, Julie Shaw, Helen Shirk, Ramona Solberg, Eric Hilton, David Dowler, Susan Tamulevich, Alan Burton Thompson, David Tisdale, David Urso, Andrée Van Nuys, Joke Van Ommen, Katherine Wesphal, Fred Woell, Kay Yee, Sandra Parmer Zilker,Karen Zorich",,Intituto Smithsonian de EE.UU.,,,,Galería-Taller,,,,"Intituto Smithsonian de EE.UU,Centro Colombo-americano de Cali",,,,,,295
294,Acuarelistas Colombianos,Acuarelistas Colombianos*1984,,Maritza Uribe de Urdinola,,d.89,,1984,10,18,1984,11,28,1984-10-18,1984-11-28,41,"Roberto Angulo, Manuel de los Ríos, Daniel Osorio, Tere Perdomo, Luis Alfonso Ramírez,Freda Sargent",,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,d9.pdf,,,296
296,Portafolio-homenaje a Pablo Neruda,Portafolio-homenaje a Pablo Neruda*1984,,,,,,1984,10,25,,,,1984-10-25,1900-01-01,#NUM!,Varios,,,,,,Sala de Exposiciones Rotatorias,,,,,,,,,,297
295,Tiempo de Dibujar,Tiempo de Dibujar*1984,,,,,,1984,10,27,,,,1984-10-27,1900-01-01,#NUM!,"Pierre Ayot, Pat Martin Bates, Luc Béland, David Blackwood, Graham Coughtry, Henry Dunsmore, Eegyvudluk, John Esler, Gathie Falk, Betty Goodwin, Sherry Grauer, Phil Harrison, Reginald Holmes, Jacques Hurtubise, Alex Janvier, Joseph Kashetsky, Michel Leclair, Les Levine, Kenneth Lochhead, Don Mabie, Jo Manning, Norman McLaren, Richard Mill, Michael Morris, Jean Noel, Gordon Rayner, Walter Redinger, Ralph Stanbridge, Takao Tanabe, Eugenio Téllez, Claude Tousignant,Joyce Wieland",,,,,,Sala Alterna,,,,Embajada de Canadá,,,,,,298
297,Aspectos de lo Tridimensional en el Arte Colombiano,Aspectos de lo Tridimensional en el Arte Colombiano*1984,,,,d.60,,1984,11,22,,,,1984-11-22,1900-01-01,#NUM!,"Édgar Negret, Eduardo Ramírez Villamizar, Fernando Botero, Enrique Grau, Hernando Tejada, Beatriz Daza, Bernardo Salcedo, Álvaro Barrios, Carlos Rojas, Feliza Bursztyn, Beatriz González, Ómar Rayo, Olga de Amaral, María Thereza Negreiros, Jim Amaral, Darío Morales, Antonio Caro, Miguel Ángel Rojas, María de la Paz Jaramillo, Alberto Uribe, John Castles, Ronny Vayda, Ramiro Gómez, Juan Camilo Uribe, Alicia Barney, Álvaro Herazo, Santiago Uribe Holguín, Jonier Marín, Alberto Uribe, Sara Modiano",,Miguel González,,,,Sala Alterna,,"Relicario de tres cabezas, Estrella de mar, Relieve, Homenaje al preso político, Raquel, Escalera, Columna flor, Construccion casi simetrica, For mr. Y. A. Only for men, Cajas, Evita e isabelita","2331, 2309, 1903, 2327, 2689, 2308, 2330, 2301, 2531, 2535, 2303, 2318","Cali Cultural,Secretaría de Educación de Cali",,,d204.pdf,,,299
298,Muestra retrospectiva de Artes Gráficas Panamericanas/AGPA ,Muestra retrospectiva de Artes Gráficas Panamericanas/AGPA *1984,,,,,,1984,12,,,,,1984-12-01,1984-12-31,30,"Darío Morales, María Thereza Negreiros, Sofía Urrutia, Margarita Lozano, Cecilia Coronel, Antonio Samudio, Umberto Giangrandi, Gerardo Ravassa, Manuel Estrada, Fernell Franco, Mauricio Cruz,Guillermo Vélez",,,,,,Galería-Taller,,,,Cartón de Colombia S.A.,,,,,,300
299,Margarita Lozano,Margarita Lozano*1984,,,,d.40,,1984,12,13,,,,1984-12-13,1900-01-01,#NUM!,Margarita Lozano,,,,,,Galería-Taller,,,,,,,d180.pdf,,,301
302,Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1985,Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1985*1985,,,,,,1985,1,,,,,1985-01-01,1985-04-01,90,Varios,,Miguel González,,,,Galería-Taller,,,,,,,,,,302
300,Exposición de Édgar Negret 1985-1,Exposición de Édgar Negret 1985-1*1985,,Maritza Uribe de Urdinola,,d.148,,1985,1,17,,,,1985-01-17,1985-02-27,41,Édgar Negret,,,,,,Sala de Exposiciones Rotatorias,,,,,,,,,,303
301,Exposición de Édgar Negret 1985-2,Exposición de Édgar Negret 1985-2*1985,,Maritza Uribe de Urdinola,,d.148,,1985,1,24,,,,1985-01-24,1985-02-28,35,Édgar Negret,,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,304
303,Teyé,Teyé*1985,,Antonio Montaña,,d.164,,1985,3,7,,,,1985-03-07,1985-04-13,37,Teresa Cuéllar,,,,,,Sala de Exposiciones Rotatorias,,,,,,,,,,305
304,Exposición de Débora Arango 1985,Exposición de Débora Arango 1985*1985,,,,,,1985,3,28,,,,1985-03-28,1985-05-31,64,Débora Arango,,Alberto Sierra,,,,Galería-Taller,,,,"Corporación para la Cultura de Cali, Banco de la República,Museo de Arte Moderno de Medellín",,,,,,306
305,La Nación: Los Judíos Españoles y Portugueses en la Zona del Caribe,La Nación: Los Judíos Españoles y Portugueses en la Zona del Caribe*1985,,,,,,1985,4,16,,,,1985-04-16,1900-01-01,#NUM!,Varios,,Museo Beth Hatefutsoth,,,,Galería-Taller,,,,,,,,,,307
306,Alicia Viteri,Alicia Viteri*1985,,,,d.42,,1985,5,9,,,,1985-05-09,1900-01-01,#NUM!,Alicia Viteri,,María de la Paz Jaramillo,,,,Todas las salas,,"Funeral, Mujer 4,","2179, 3192",,,,d182.pdf,,,308
307,Historia Abierta del Arte Colombiano,Historia Abierta del Arte Colombiano*1985,,,,,,1985,5,24,,,,1985-05-24,1900-01-01,#NUM!,Varios,,Miguel González,,,,Sala de Exposiciones Rotatorias,,,,Colcultura,,,,,,309
308,Pedro Alcántara ,Pedro Alcántara *1985,,Miguel González,,d.46,,1985,6,12,,,,1985-06-12,1900-01-01,#NUM!,Pedro Alcántara Herrán,,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,d186.pdf,,,310
311,Exposición de Francisco Rocca-Lynn,Exposición de Francisco Rocca-Lynn*1985,,,,d.24,,1985,6,18,,,,1985-06-18,1900-01-01,#NUM!,Francisco Rocca-Lynn,,,,,,Todas las salas,,,,,,,d163.pdf,,,311
309,Exposición de grabado norteamericano,Exposición de grabado norteamericano*1985,,,,,,1985,7,,,,,1985-07-01,1900-01-01,#NUM!,Varios,,,,,,Galería-Taller,,,,,,,,,,312
310,Exposición de arte americano,Exposición de arte americano*1985,,,,,,1985,7,,,,,1985-07-01,1900-01-01,#NUM!,Varios,,,,,,Galería-Taller,,,,,,,,,,313
312,Salón de Arte Joven - Medalla Martha Traba,Salón de Arte Joven - Medalla Martha Traba*1985,,,,,,1985,9,18,,,,1985-09-18,1985-10-31,43,"Homero Aguilar, Juan Cristóbal Aguilar, Daniel Angulo, María Cristina Aragón, Gloria Isabel Arango, Jaime Arango, Margarita Becerra, Flor María Bouhot, Ricardo Caballero, Marta Calderón, María Teresa Cano, María Fernanda Cardoso, Karen Cock, Luis Fernando Escobar, Rodrigo Facundo, Carolina Franco, Alfredo Gamonal, Carlos Fernando Gómez, María Clara Gómez, Carlos Enrique Hoyos, Hernando Hoyos, Enrique Jaramillo, Phillipe Leroy, Carmen Mazariegos, Diego Mendoza, Emel Meneses, Catalina Mejía, Marta Miranda, Jorge Montealegre, Mónica Negret, Alonso Ocampo, Mario Ossaba, Rafael Panizza, María Teresa Pardo, Diego Pombo, Eduardo Pradilla, Gustavo Quintero, Johnny Rasmussen, Jorge Reyes, Natalia Rivera, Víctor Robledo, Luis Fernando Roldán, Mercedes Sebastián, Alberto Sojo, Patricia Tavera, Santiago Uribe Holguín, Gustavo Vejarano, Bibiana Vélez, Guillermo Vélez, Rodolfo Vélez, Rosa Vélez, María Teresa Vieco, Andrés Villa,Francisco Antonio Roda Zea",,,,,,Sala Alterna,,De Ossaba a Manet,3968,,,,d217.pdf,,,314
313,La Cámara Lúcida,La Cámara Lúcida*1985,,,,,,1985,10,8,,,,1985-10-08,1900-01-01,#NUM!,"Johnny Rasmussen ,Mercedes Sebastián",,,,,,Galería-Taller,,,,,,,,,,315
314,A Cali,A Cali*1985,,Maritza Uribe,,d.68,,1985,10,22,,,,1985-10-22,1900-01-01,#NUM!,María de la Paz Jaramillo,,,,,,Sala Alterna,,De la Serie: PAREJAS,2180,,,,d213.pdf,,,316
315,Oscar Muñoz Serie pinturas de agua,Oscar Muñoz Serie pinturas de agua*1985,,Miguel Gonzalez,,d.167,,1985,10,29,,,,1985-10-29,1900-01-01,#NUM!,Óscar Muñoz,,,,,,Sala de Exposiciones Rotatorias,,De la Serie: Pinturas de agua,3972,,,,,,,317
316,Muestra de la subasta de antigüedades del Museo de Arte Moderno La Tertulia,Muestra de la subasta de antigüedades del Museo de Arte Moderno La Tertulia*1985,,,,,,1985,12,2,,,,1985-12-02,1985-12-05,3,Varios,,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,318
317,Homenaje de Propal a su Ciudad,Homenaje de Propal a su Ciudad*1985,,,,,,1985,12,10,,,,1985-12-10,1986-01-30,51,"Ómar Rayo, Pedro Alcántara Herrán, Leonel Góngora, Lucy Tejada, Hernando Tejada, Gerardo Aragón, María Thereza Negreiros, Mario Gordillo, María de la Paz Jaramillo, Consuelo Lago, Enrique Sánchez, Óscar Muñoz,Ever Astudillo",,Propal S.A.,,,,Sala de Exposiciones Rotatorias,,,,Propal S.A.,,,,,,319
318,Carpeta de Grabados de Cartón de Colombia S.A. ,Carpeta de Grabados de Cartón de Colombia S.A. *1985,,,,,,1985,12,17,,,,1985-12-17,1900-01-01,#NUM!,Varios,,,,,,Sala de Exposiciones Rotatorias,,,,,,,,,,320
319,El Arte Descubre un Mundo,El Arte Descubre un Mundo*1986,,,,,,1986,1,17,,,,1986-01-17,1900-01-01,#NUM!,Guillermo Wiedemann,,María Elvira Iriarte,,,,Sala Alterna,,,,Biblioteca Luis Ángel Arango,,,,,,321
320,Otto Moll González Antología Fotográfica 1939 –1968,Otto Moll González Antología Fotográfica 1939 –1968*1986,,Ana María Sierra,,d.176,,1986,1,17,,,,1986-01-17,1900-01-01,#NUM!,Otto Moll González,,,,,,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",,"Puente del comercio Cali-Palmira, Retrato de Pedro Nel Gómez, El puente Ortiz y el hotel alférez real. Cali","2225, 2226, 2227",Biblioteca Luis Ángel Arango,,,,,,322
321,Exposición de arte gráfico latinoamericano,Exposición de arte gráfico latinoamericano*1986,,,,,,1986,2,,,,,1986-02-01,1900-01-01,#NUM!,Varios,,Miguel González,,,,,,,,,,,,,,323
322,Rodolfo Vélez,Rodolfo Vélez*1986,,Miguel González,,d.180,,1986,3,14,,,,1986-03-14,1900-01-01,#NUM!,Rodolfo Vélez,,,,,,Galería-Taller,,"Sala de espera 9:50 a.m., Sala de espera 6:00 p.m.","2187, 2194",,,,,,,324
323,Recuerdos de Machu Picchu,Recuerdos de Machu Picchu*1986,,,,,,1986,3,19,,,,1986-03-19,1900-01-01,#NUM!,Eduardo Ramírez Villamizar,,,,,,Sala Alterna,,,,,,,,,,325
324,Eduardo Ramírez Villamizar,Eduardo Ramírez Villamizar*1986,,,,d.168,,1986,3,19,,,,1986-03-19,1986-04-11,23,Eduardo Ramírez Villamizar,,,,,,Galería-Taller,,,,Banco de la República,,,,,,326
325,Diego Arango Arango,Diego Arango Arango*1986,,Ana María Escallon,,d.25,,1986,4,17,,,,1986-04-17,1986-05-17,30,Diego Arango,,,,,,Sala Alterna,,"El jaguar,  El ángel, Pequeño jaguar,","3517, 3518, 3519, ",,,,d164.pdf,,,327
326,Exposición didáctica de Arcangelo Ianelli,Exposición didáctica de Arcangelo Ianelli*1986,,,,,,1986,5,15,,,,1986-05-15,1900-01-01,#NUM!,Arcangelo Ianelli,,,,,,Galería-Taller,,,,Biblioteca Luis Ángel Arango,,,,,,328
327,Mónica Meira,Mónica Meira*1986,,,,d.178,,1986,5,22,,,,1986-05-22,1986-06-21,30,Mónica Meira,,,,,,Sala de Exposiciones Rotatorias,,Puro encaje,3168,,,,,,,329
328,Exposición de Arcangelo Ianelli,Exposición de Arcangelo Ianelli*1986,,,,,,1986,6,,,,,1986-06-01,1986-07-16,45,Arcangelo Ianelli,,,,,,Galería-Taller,,,,,,,,,,330
329,María Cristina Cortés,María Cristina Cortés*1986,,German Rubiano Caballero,,d.190,,1986,6,26,,,,1986-06-26,1986-07-26,30,María Cristina Cortés,,,,,,Galería-Taller,,,,,,,,,,331
809,Manuel Hernández Dibujos y Pinturas,Manuel Hernández Dibujos y Pinturas*1986,,"Marta Traba, Galaor Carbonell, German Rubiano Caballero, Eugenio Barney",,d.175,,1986,7,20,,,,1986-07-20,,,Manuel Hernández,,,,,,Sala Alterna,,,,,,,,,,332
330,Muestra de 100 obras de la Colección del Museo de Arte Moderno La Tertulia,Muestra de 100 obras de la Colección del Museo de Arte Moderno La Tertulia*1986,,,,,,1986,7,23,,,,1986-07-23,1900-01-01,#NUM!,Varios,,Miguel González,,,,,,,,,,,,,,333
331,Arte sobre Tela,Arte sobre Tela*1986,,,,d.177,,1986,9,24,,,,1986-09-24,1900-01-01,#NUM!,"Álvaro Barrios, Beatriz González, María de la Paz Jaramillo, Juan Camilo Uribe, Álvaro Marín Vieco, Óscar Jaramillo,Hugo Zapata",,,,,,Galería-Taller,,,,La Galería de la Oficina,,,,,,334
