nombre_registro_creador,id_persona,nombres_persona,apellidos_persona,seudonimo_persona,otros_nombres,ano_nacimiento,ano_muerte,sexo,nacionalidad,pais_nacimiento,ciudad_nacimiento,ocupaciones,id_img__persona_fk,obra_en_coleccion_MTL,url_wikipedia_persona,observaciones_personas,,tipo_creador
Phillipe Leroy,978,Phillipe,Leroy,,,,,,,,,artista,,0,,,,
Phillip Fike,979,Phillip,Fike,,,,,,,,,artista,,0,,,,
Philipp Link,980,Philipp,Link,,,,,,,,,artista,,0,,,,
Philipe Starck,981,Philipe,Starck,,,,,,,,,artista,,0,,,,
Philip Bragar,982,Philip,Bragar,,,,,,,,,artista,,0,,,,
Philip Guston,983,Philip,Guston,,,,,,,,,artista,,0,,,,
Phil Harrison,984,Phil,Harrison,,,,,,,,,artista,,0,,,,
Peter Eggen,985,Peter,Eggen,,,,,,,,,artista,,0,,,,
Peter Haeberlin,986,Peter,Haeberlin,,,,,,,,,artista,,0,,,,
Peter Knapp,987,Peter,Knapp,,,,,,,,,artista,,0,,,,
Peter Lanyon,988,Peter,Lanyon,,,,,,,,,artista,,0,,,,
Peter Mussfeldt,989,Peter,Mussfeldt,,,,,,,,,artista,,0,,,,
Peter Petters,990,Peter,Petters,,,,,,,,,artista,,0,,,,
Peter Schudel,991,Peter,Schudel,,,,,,,,,artista,,0,,,,
Peter Winderlich,992,Peter,Winderlich,,,,,,,,,artista,,0,,,,
Pérez Celis,993,Pérez,Celis,,,,,,,,,artista,,0,,,,
Percy Martin,994,Percy,Martin,,,,,,,,,artista,,0,,,,
Pep Carrió,995,Pep,Carrió,,,,,,,,,artista,,0,,,,
Pedro Friedeberg,996,Pedro,Friedeberg,,,,,,,,,artista,,0,,,,
Pedro Gross,997,Pedro,Gross,,,,,,,,,artista,,0,,,,
Pedro Guimoye,998,Pedro,Guimoye,,,,,,,,,artista,,0,,,,
Pedro Miranda,999,Pedro,Miranda,,,,,,,,,artista,,0,,,,
Pedro Moreno,1000,Pedro,Moreno,,,,,,,,,artista,,0,,,,
Pedro Ramos,1001,Pedro,Ramos,,,,,,,,,artista,,0,,,,
Pedro Zapata,1002,Pedro,Zapata,,,,,,,,,artista,,0,,,,
Paulina Michaels,1003,Paulina,Michaels,,,,,,,,,artista,,0,,,,
Paul Levy,1004,Paul,Levy,,,,,,,,,artista,,0,,,,
Paul Rand,1005,Paul,Rand,,,,,,,,,artista,,0,,,,
Paul Senn,1006,Paul,Senn,,,,,,,,,artista,,0,,,,
Paul Wunderlich,1007,Paul,Wunderlich,,,,,,,,,artista,,0,,,,
Patti Dougherty,1008,Patti,Dougherty,,,,,,,,,artista,,0,,,,
Patrick Messina,1009,Patrick,Messina,,,,,,,,,artista,,0,,,,
Patrick Vilaire,1010,Patrick,Vilaire,,,,,,,,,artista,,0,,,,
Patricia Esguerra,1011,Patricia,Esguerra,,,,,,,,,artista,,0,,,,
Patricia Gómez,1012,Patricia,Gómez,,,,,,,,,artista,,0,,,,
Patricia Israel,1013,Patricia,Israel,,,,,,,,,artista,,0,,,,
Patricia Uribe,1014,Patricia,Uribe,,,,,,,,,artista,,0,,,,
Pat Fleisher,1015,Pat,Fleisher,,,,,,,,,artista,,0,,,,
Pat Flynn,1016,Pat,Flynn,,,,,,,,,artista,,0,,,,
Pascal Dolémieux,1017,Pascal,Dolémieux,,,,,,,,,artista,,0,,,,
PAS,1018,PAS,,,,,,,,,,artista,,0,,,,
Parant,1019,Parant,,,,,,,,,,artista,,0,,,,
Palito,1020,Palito,,,,,,,,,,artista,,0,,,,
Pakiko Ordóñez,1021,Pakiko,Ordóñez,,,1976,,M,Colombiana,Colombia,Bogotá,artista,,0,,,,
Pablo Adarme,1022,Pablo,Adarme,,,,,,,,,artista,,0,,,,
Pablo Barriga,1023,Pablo,Barriga,,,,,,,,,artista,,0,,,,
Pablo Gálvez,1024,Pablo,Gálvez,,,,,,,,,artista,,0,,,,
Pablo Labañino,1025,Pablo,Labañino,,,,,,,,,artista,,0,,,,
Pablo Rocha,1026,Pablo,Rocha,,,,,,,,,artista,,0,,,,
P.V.D.I.,1027,P.V.D.I.,,,,,,,,,,artista,,0,,,,
Otto Neals,1028,Otto,Neals,,,,,,,,,artista,,0,,,,
Otto Piene,1029,Otto,Piene,,,,,,,,,artista,,0,,,,
Otto Rietmann,1030,Otto,Rietmann,,,,,,,,,artista,,0,,,,
Otilia Hernández,1031,Otilia,Hernández,,,,,,,,,artista,,0,,,,
Oswaldo López,1032,Oswaldo,López,,,,,,,,,artista,,0,,,,
Oswaldo Viteri,1033,Oswaldo,Viteri,,,,,,,,,artista,,0,,,,
Oswaldo Vivas,1034,Oswaldo,Vivas,,,,,,,,,artista,,0,,,,
Osvaldo García,1035,Osvaldo,García,,,,,,,,,artista,,0,,,,
Osvaldo Peña,1036,Osvaldo,Peña,,,,,,,,,artista,,0,,,,
Osmar Fonseca,1037,Osmar,Fonseca,,,,,,,,,artista,,0,,,,
Óscar Acosta,1038,Óscar,Acosta,,,,,,,,,artista,,0,,,,
Ómar Carreno,1039,Ómar,Carreno,,,,,,,,,artista,,0,,,,
Ómar Granados,1040,Ómar,Granados,,,,,,,,,artista,,0,,,,
Oliver Peyricot,1041,Oliver,Peyricot,,,,,,,,,artista,,0,,,,
Olga Blinder,1042,Olga,Blinder,,,,,,,,,artista,,0,,,,
Olga García,1043,Olga,García,,,,,,,,,artista,,0,,,,
Olga Silva,1044,Olga,Silva,,,1963,,F,Colombiana,Colombia,1963,artista,,0,,,,
Ohilipp Giegel,1045,Ohilipp,Giegel,,,,,,,,,artista,,0,,,,
Odorico Doglioni,1046,Odorico,Doglioni,,,,,,,,,artista,,0,,,,
Octavio Toral,1047,Octavio,Toral,,,,,,,,,artista,,0,,,,
Nuria Carulla,1048,Nuria,Carulla,,,,,,,,,artista,,0,,,,
Nubia Cadavid,1049,Nubia,Cadavid,,,,,,,,,artista,,0,,,,
Norman McLaren,1050,Norman,McLaren,,,,,,,,,artista,,0,,,,
Norman Mejía,1051,Norman,Mejía,,,,,,,,,artista,,0,,,,
Norman Suescún,1052,Norman,Suescún,,,,,,,,,artista,,0,,,,
Norma Minkowitz,1053,Norma,Minkowitz,,,,,,,,,artista,,0,,,,
Nora Dobarro,1054,Nora,Dobarro,,,,,,,,,artista,,0,,,,
Noé León,1055,Noé,León,,,,,,,,,artista,,0,,,,
Nirma Zárate,1056,Nirma,Zárate,,,,,,,,,artista,,0,,,,
Nicolás Svistoonoff,1057,Nicolás,Svistoonoff,,,,,,,,,artista,,0,,,,
Nicolas Bouvier,1058,Nicolas,Bouvier,,,,,,,,,artista,,0,,,,
Nicolas Monkewitz,1059,Nicolas,Monkewitz,,,,,,,,,artista,,0,,,,
Nicolas Sperakis,1060,Nicolas,Sperakis,,,,,,,,,artista,,0,,,,
Nicholas Ghika,1061,Nicholas,Ghika,,,,,,,,,artista,,0,,,,
Nicholas Krushenick,1062,Nicholas,Krushenick,,,,,,,,,artista,,0,,,,
Newton Cavalcanti,1063,Newton,Cavalcanti,,,,,,,,,artista,,0,,,,
Nereo López,1064,Nereo,López,,,,,,,,,artista,,0,,,,
Nemesio Antúnez,1065,Nemesio,Antúnez,,,,,,,,,artista,,0,,,,
Nelson Domínguez,1066,Nelson,Domínguez,,,,,,,,,artista,,0,,,,
Nelson Román,1067,Nelson,Román,,,,,,,,,artista,,0,,,,
Nelson Stevens,1068,Nelson,Stevens,,,,,,,,,artista,,0,,,,
Nelida Bruniard,1069,Nelida,Bruniard,,,,,,,,,artista,,0,,,,
Nelida López,1070,Nelida,López,,,,,,,,,artista,,0,,,,
Nefertiti,1071,Nefertiti,,,,,,,,,,artista,,0,,,,
Nedo M.F.,1072,Nedo,M.F.,,,,,,,,,artista,,0,,,,
Naúl Ojeda,1073,Naúl,Ojeda,,,,,,,,,artista,,0,,,,
Natasha Moreno,1074,Natasha,Moreno,,,,,,,,,artista,,0,,,,
Natalia Restrepo,1075,Natalia,Restrepo,,,,,,,,,artista,,0,,,,
Natalia Rivera,1076,Natalia,Rivera,,,,,,,,,artista,,0,,,,
Nadia Benatar,1077,Nadia,Benatar,,,,,,,,,artista,,0,,,,
N.U.,1078,N.U.,,,,,,,,,,artista,,0,,,,
Myra Landau,1079,Myra,Landau,,,,,,,,,artista,,0,,,,
Multidiseño-Multidesign,1080,Multidiseño-Multidesign,,,,,,,,,,artista,,0,,,,
Mosset,1081,Mosset,,,,,,,,,,artista,,0,,,,
Morton Goldsholl,1082,Morton,Goldsholl,,,,,,,,,artista,,0,,,,
Morgan Clifford,1083,Morgan,Clifford,,,,,,,,,artista,,0,,,,
Monique Jacot,1084,Monique,Jacot,,,,,,,,,artista,,0,,,,
Monina Gómez,1085,Monina,Gómez,,,,,,,,,artista,,0,,,,
Monika Lipken,1086,Monika,Lipken,,,,,,,,,artista,,0,,,,
Mónica Nador,1087,Mónica,Nador,,,,,,,,,artista,,0,,,,
Mónica Restrepo,1088,Mónica,Restrepo,,,,,,,,,artista,,0,,,,
Mona Mondineu,1089,Mona,Mondineu,,,,,,,,,artista,,0,,,,
Moisés Barrios,1090,Moisés,Barrios,,,,,,,,,artista,,0,,,,
Moisés Finalé,1091,Moisés,Finalé,,,,,,,,,artista,,0,,,,
Mo Lebowitz,1092,Mo,Lebowitz,,,,,,,,,artista,,0,,,,
Miriam Chiaverini,1093,Miriam,Chiaverini,,,,,,,,,artista,,0,,,,
Mireya Zawadzki,1094,Mireya,Zawadzki,,,,,,,,,artista,,0,,,,
Mira Schendel,1095,Mira,Schendel,,,,,,,,,artista,,0,,,,
Milton Rodríguez,1096,Milton,Rodríguez,,,,,,,,,artista,,0,,,,
Milica Vuckovic,1097,Milica,Vuckovic,,,,,,,,,artista,,0,,,,
Mildred Burton,1098,Mildred,Burton,,,,,,,,,artista,,0,,,,
Milan Simic,1099,Milan,Simic,,,,,,,,,artista,,0,,,,
Miky Bartelsman,1100,Miky,Bartelsman,,,,,,,,,artista,,0,,,,
Mike Nevelson,1101,Mike,Nevelson,,,,,,,,,artista,,0,,,,
Miguel  Bresciano,1102,Miguel,Bresciano,,,,,,,,,artista,,0,,,,
Miguel García,1103,Miguel,García,,,,,,,,,artista,,0,,,,
Miguel Huertas,1104,Miguel,Huertas,,,,,,,,,artista,,0,,,,
MIguel Melcon,1105,MIguel,Melcon,,,,,,,,,artista,,0,,,,
Miguel Ocampo,1106,Miguel,Ocampo,,,,,,,,,artista,,0,,,,
Miguel Poling,1107,Miguel,Poling,,,,,,,,,artista,,0,,,,
Mietek Detyniecki,1108,Mietek,Detyniecki,,,,,,,,,artista,,0,,,,
Michel Séméniako,1109,Michel,Séméniako,,,,,,,,,artista,,0,,,,
Michael Hicks,1110,Michael,Hicks,,,,,,,,,artista,,0,,,,
Michael Kirk,1111,Michael,Kirk,,,,,,,,,artista,,0,,,,
Michael Knigin,1112,Michael,Knigin,,,,,,,,,artista,,0,,,,
Michael Leclair,1113,Michael,Leclair,,,,,,,,,artista,,0,,,,
Michael Mazur,1114,Michael,Mazur,,,,,,,,,artista,,0,,,,
Michael Morris,1115,Michael,Morris,,,,,,,,,artista,,0,,,,
Michael Rothenstein,1116,Michael,Rothenstein,,,,,,,,,artista,,0,,,,
Michael Wolgensinger,1117,Michael,Wolgensinger,,,,,,,,,artista,,0,,,,
Mi-Hyun Kim,1118,Mi-Hyun,Kim,,,,,,,,,artista,,0,,,,
MFS,1119,MFS,,,,,,,,,,artista,,0,,,,
Mestre Noza,1120,Mestre,Noza,,,,,,,,,artista,,0,,,,
Merlyn Evans,1121,Merlyn,Evans,,,,,,,,,artista,,0,,,,
Mercedes Estévez,1122,Mercedes,Estévez,,,,,,,,,artista,,0,,,,
Mercedes Mosquera,1123,Mercedes,Mosquera,,,,,,,,,artista,,0,,,,
Mercedes Parra,1124,Mercedes,Parra,,,,,,,,,artista,,0,,,,
Melodie Beylik,1125,Melodie,Beylik,,,,,,,,,artista,,0,,,,
Mel  Bochner,1126,Mel,Bochner,,,,,,,,,artista,,0,,,,
Máximo Flórez,1127,Máximo,Flórez,,,,,,,,,artista,,0,,,,
Max Aruquipa,1128,Max,Aruquipa,,,,,,,,,artista,,0,,,,
Max Beckmann,1129,Max,Beckmann,,,,,,,,,artista,,0,,,,
Max Ernest,1130,Max,Ernest,,,,,,,,,artista,,0,,,,
Max Wyss,1131,Max,Wyss,,,,,,,,,artista,,0,,,,
Maurio Gómez,1132,Maurio,Gómez,,,,,,,,,artista,,0,,,,
Mauricio Aguilar,1133,Mauricio,Aguilar,,,,,,,,,artista,,0,,,,
Mauricio Cruz,1134,Mauricio,Cruz,,,,,,,,,artista,,0,,,,
Mauricio Cuéllar,1135,Mauricio,Cuéllar,,,,,,,,,artista,,0,,,,
Mauricio Quintero,1136,Mauricio,Quintero,,,,,,,,,artista,,0,,,,
Matilde Marín,1137,Matilde,Marín,,,,,,,,,artista,,0,,,,
Matali Craset,1138,Matali,Craset,,,,,,,,,artista,,0,,,,
Matako Kayama,1139,Matako,Kayama,,,,,,,,,artista,,0,,,,
Massau Nakakubo,1140,Massau,Nakakubo,,,,,,,,,artista,,0,,,,
Mary Scholten,1141,Mary,Scholten,,,,,,,,,artista,,0,,,,
Maruja Rolando,1142,Maruja,Rolando,,,,,,,,,artista,,0,,,,
Martínez Howard,1143,Martínez,Howard,,,,,,,,,artista,,0,,,,
Martine Voyeux,1144,Martine,Voyeux,,,,,,,,,artista,,0,,,,
Martín Chambi,1145,Martín,Chambi,,,1891,1973,M,Peruana,Perú,Coaza,artista,,0,,,,
Martin Disler,1146,Martin,Disler,,,,,,,,,artista,,0,,,,
Martin Levine,1147,Martin,Levine,,,,,,,,,artista,,0,,,,
Martin Prins,1148,Martin,Prins,,,,,,,,,artista,,0,,,,
Marti Guixé,1149,Marti,Guixé,,,,,,,,,artista,,0,,,,
Martha Bertiz,1150,Martha,Bertiz,,,,,,,,,artista,,0,,,,
Martha Glowacki,1151,Martha,Glowacki,,,,,,,,,artista,,0,,,,
Martha Pires,1152,Martha,Pires,,,,,,,,,artista,,0,,,,
Martha Posso,1153,Martha,Posso,,,1967,,F,Colombiana,Colombia,La victoria ,artista,,0,,,,
Martha Torres,1154,Martha,Torres,,,,,,,,,artista,,0,,,,
Martha Trubint,1155,Martha,Trubint,,,,,,,,,artista,,0,,,,
Marta Calderón,1156,Marta,Calderón,,,,,,,,,artista,,0,,,,
Marta Granados,1157,Marta,Granados,,,,,,,,,artista,,0,,,,
Marta Lacorazza,1158,Marta,Lacorazza,,Martha Lacorazza,1951,,F,Colombia,Colombia,Santa Marta,artista,,0,,,,
Marta Minujín,1159,Marta,Minujín,,,,,,Argentina,,,artista,,1,,,,
Marta Miranda,1160,Marta,Miranda,,,,,,,,,artista,,0,,,,
Marta Palau,1161,Marta,Palau,,,,,,,,,artista,,0,,,,
Marta Ramirez,1162,Marta,Ramirez,,,,,,,,,artista,,0,,,,
Marta Rodríguez,1163,Marta,Rodríguez,,,,,,,,,artista,,0,,,,
Marta Villegas,1164,Marta,Villegas,,,,,,,,,artista,,0,,,,
Marna Goldstein,1165,Marna,Goldstein,,,,,,,,,artista,,0,,,,
Marlene Hoffmann,1166,Marlene,Hoffmann,,,,,,,,,artista,,0,,,,
Marlene Hori,1167,Marlene,Hori,,,,,,,,,artista,,0,,,,
Markus Dulk,1168,Markus,Dulk,,,,,,,,,artista,,0,,,,
Markus Raetz,1169,Markus,Raetz,,,,,,,,,artista,,0,,,,
Marjorie Schick,1170,Marjorie,Schick,,,,,,,,,artista,,0,,,,
Marjolaine Dutoit,1171,Marjolaine,Dutoit,,,,,,,,,artista,,0,,,,
Marite Zelt,1172,Marite,Zelt,,,,,,,,,artista,,0,,,,
Marisol Escobar,1173,Marisol,Escobar,,,,,,,,,artista,,0,,,,
Mario Abreu,1174,Mario,Abreu,,,,,,,,,artista,,0,,,,
Mario Gallardo,1175,Mario,Gallardo,,,,,,,,,artista,,0,,,,
Mauro Machado,1176,Mauro ,Machado,,,,,,,,,artista,,0,,,,
Mario Opazo,1177,Mario,Opazo,,,1969,,M,Chileno,Chile,Santiago de Chile,artista,,0,,,,
Mario Rojas,1178,Mario,Rojas,,,,,,,,,artista,,0,,,,
Mario Roldán,1179,Mario,Roldán,,,,,,,,,artista,,0,,,,
Mario Sagradini,1180,Mario,Sagradini,,,,,,,,,artista,,0,,,,
Mariluz Álvarez,1181,Mariluz,Álvarez,,,,,,,,,artista,,0,,,,
Marília Rodrigues,1182,Marília,Rodrigues,,,,,,,,,artista,,0,,,,
Marien Marsicovetere,1183,Marien,Marsicovetere,,,,,,,,,artista,,0,,,,
Marielle Muheim,1184,Marielle,Muheim,,,,,,,,,artista,,0,,,,
Marie-Paule Négre,1185,Marie-Paule,Négre,,,,,,,,,artista,,0,,,,
María Bonomi,1186,María,Bonomi,,,,,,,,,artista,,0,,,,
María Finocchetti,1187,María,Finocchetti,,,,,,,,,artista,,0,,,,
María Menujin,1188,María,Menujin,,,,,,,,,artista,,0,,,,
María Rodríguez,1189,María,Rodríguez,,,,,,,,,artista,,0,,,,
María Shelley,1190,María,Shelley,,,,,,,,,artista,,0,,,,
Margot Fanjul,1191,Margot,Fanjul,,,,,,,,,artista,,0,,,,
Margarita Becerra,1192,Margarita,Becerra,,,,,,,,,artista,,0,,,,
Margarita Gutiérrez,1193,Margarita,Gutiérrez,,,,,,,,,artista,,0,,,,
Margarita Lozano,1194,Margarita,Lozano,,,,,,,,,artista,,0,,,,
Margarita Paksa,1195,Margarita,Paksa,,,,,,,,,artista,,0,,,,
Margarita Tamayo,1196,Margarita,Tamayo,,,,,,,,,artista,,0,,,,
Marcos Irrizarry,1197,Marcos,Irrizarry,,,,,,,,,artista,,0,,,,
Marco Alvarado,1198,Marco,Alvarado,,,,,,,,,artista,,0,,,,
Marco Bruzzone,1199,Marco,Bruzzone,,,,,,,,,artista,,0,,,,
Márcio Mattar,1200,Márcio,Mattar,,,,,,,,,artista,,0,,,,
Marcial Benavides,1201,Marcial,Benavides,,,,,,,,,artista,,0,,,,
Marcia Schvartz,1202,Marcia,Schvartz,,,,,,,,,artista,,0,,,,
Marchel Broodthaers,1203,Marchel,Broodthaers,,,,,,,,,artista,,0,,,,
Marcelo Grassmman,1204,Marcelo,Grassmman,,,,,,,,,artista,,0,,,,
Marcel Floris,1205,Marcel,Floris,,,,,,,,,artista,,0,,,,
Marc Chagall,1206,Marc,Chagall,,,,,,,,,artista,,0,,,,
Marc Melki,1207,Marc,Melki,,,,,,,,,artista,,0,,,,
Marc Newson,1208,Marc,Newson,,,,,,,,,artista,,0,,,,
Manuel Baumann,1209,Manuel,Baumann,,,,,,,,,artista,,0,,,,
Manuel Boix,1210,Manuel,Boix,,,,,,,,,artista,,0,,,,
Manuel Casellanos,1211,Manuel,Casellanos,,,,,,,,,artista,,0,,,,
Manuel Lago,1212,Manuel,Lago,,,,,,,,,artista,,0,,,,
Manuel Marín,1213,Manuel,Marín,,,,,,,,,artista,,0,,,,
Manuel Mendive,1214,Manuel,Mendive,,,,,,,,,artista,,0,,,,
Manuel Mérida,1215,Manuel,Mérida,,,,,,,,,artista,,0,,,,
Manuel Mompo,1216,Manuel,Mompo,,,,,,,,,artista,,0,,,,
Manuel Mora,1217,Manuel,Mora,,,,,,,,,artista,,0,,,,
Manuel Valdés,1218,Manuel,Valdés,,,,,,,,,artista,,0,,,,
Manfred Bingler,1219,Manfred,Bingler,,,,,,,,,artista,,0,,,,
Manasés Rodríguez,1220,Manasés,Rodríguez,,,,,,,,,artista,,0,,,,
Magdalena Beccarini,1221,Magdalena,Beccarini,,,,,,,,,artista,,0,,,,
Magdalena Bravo,1222,Magdalena,Bravo,,,,,,,,,artista,,0,,,,
Lynda Kahn,1223,Lynda,Kahn,,,,,,,,,artista,,0,,,,
Luz Chessex,1224,Luz,Chessex,,,,,,,,,artista,,0,,,,
Luitgardo Broce,1225,Luitgardo,Broce,,,,,,,,,artista,,0,,,,
Luisa Ungar,1226,Luisa,Ungar,,,,,,,,,artista,,0,,,,
Luis Almeida,1227,Luis,Almeida,,,,,,,,,artista,,0,,,,
Luis Aragón,1228,Luis,Aragón,,,,,,,,,artista,,0,,,,
Luis Benedit,1229,Luis,Benedit,,,,,,,,,artista,,0,,,,
Luis Cabrera,1230,Luis,Cabrera,,,,,,,,,artista,,0,,,,
Luis Cossio,1231,Luis,Cossio,,,,,,,,,artista,,0,,,,
Luis Fonseca,1232,Luis,Fonseca,,,,,,,,,artista,,0,,,,
Luis Gordillo,1233,Luis,Gordillo,,,,,,,,,artista,,0,,,,
Luis Guevara,1234,Luis,Guevara,,,,,,,,,artista,,0,,,,
Luis Hernández,1235,Luis,Hernández,,,,,,,,,artista,,0,,,,
Luis Jaso,1236,Luis,Jaso,,,,,,,,,artista,,0,,,,
Luis Monje,1237,Luis,Monje,,,,,,,,,artista,,0,,,,
Luis Ospina,1238,Luis,Ospina,,,,,,,,,artista,,0,,,,
Luis Rincón,1239,Luis,Rincón,,,,,,,,,artista,,0,,,,
Luis Wells,1240,Luis,Wells,,,,,,,,,artista,,0,,,,
Luigi Sandri,1241,Luigi,Sandri,,,,,,,,,artista,,0,,,,
Ludwig Hohlwein,1242,Ludwig,Hohlwein,,,,,,,,,artista,,0,,,,
Ludwing Wilding,1243,Ludwing,Wilding,,,,,,,,,artista,,0,,,,
Lucio Muñoz,1244,Lucio,Muñoz,,,,,,,,,artista,,0,,,,
Luciano Castelli,1245,Luciano,Castelli,,,,,,,,,artista,,0,,,,
Lucía Hincapié,1246,Lucía,Hincapié,,,,,,,,,artista,,0,,,,
Lucía Waiser,1247,Lucía,Waiser,,,,,,,,,artista,,0,,,,
Lucas Samaras,1248,Lucas,Samaras,,,,,,,,,artista,,0,,,,
Luca Bonetti,1249,Luca,Bonetti,,,,,,,,,artista,,0,,,,
Luc Béland,1250,Luc,Béland,,,,,,,,,artista,,0,,,,
Luc Peire,1251,Luc,Peire,,,,,,,,,artista,,0,,,,
Lowell Nesbitt,1252,Lowell,Nesbitt,,,,,,,,,artista,,0,,,,
Lourdes Morales,1253,Lourdes,Morales,,,,,,,,,artista,,0,,,,
Louisa Chase,1254,Louisa,Chase,,,,,,,,,artista,,0,,,,
Louis Danziger,1255,Louis,Danziger,,,,,,,,,artista,,0,,,,
Louis Nevelson,1256,Louis,Nevelson,,,,,,,,,artista,,0,,,,
Louis Richter,1257,Louis,Richter,,,,,,,,,artista,,0,,,,
Lou Dorfsman,1258,Lou,Dorfsman,,,,,,,,,artista,,0,,,,
Lou Stovall,1259,Lou,Stovall,,,,,,,,,artista,,0,,,,
Lotty Rosenfeld,1260,Lotty,Rosenfeld,,,,,,,,,artista,,0,,,,
Lothar Quinte,1261,Lothar,Quinte,,,,,,,,,artista,,0,,,,
Lorenzo Castro,1262,Lorenzo,Castro,,,,,,,,,artista,,0,,,,
Lojze Logar,1263,Lojze,Logar,,,,,,,,,artista,,0,,,,
Loise Nevelsol,1264,Loise,Nevelsol,,,,,,,,,artista,,0,,,,
Lloyd McNeill,1265,Lloyd,McNeill,,,,,,,,,artista,,0,,,,
Livio Abramo,1266,Livio,Abramo,,,,,,,,,artista,,0,,,,
Lis Kocher,1267,Lis,Kocher,,,,,,,,,artista,,0,,,,
Linda McNeil,1268,Linda,McNeil,,,,,,,,,artista,,0,,,,
Lina Espinoza,1269,Lina,Espinoza,,,,,,,,,artista,,0,,,,
Lin Jinghua,1270,Lin,Jinghua,,,,,,,,,artista,,0,,,,
Lily Salvo,1271,Lily,Salvo,,,,,,,,,artista,,0,,,,
Lillian Elliott,1272,Lillian,Elliott,,,,,,,,,artista,,0,,,,
Liliane Dardot,1273,Liliane,Dardot,,,,,,,,,artista,,0,,,,
Liliana González,1274,Liliana,González,,,,,,,,,artista,,0,,,,
Liliana Reyes,1275,Liliana,Reyes,,,,,,,,,artista,,0,,,,
Liliana Villegas,1276,Liliana,Villegas,,,1967,,F,Colombiana,Colombia,Cali,artista,,0,,,,
Lilia Carrillo,1277,Lilia,Carrillo,,,,,,,,,artista,,0,,,,
Lidya Azout,1278,Lidya,Azout,,,,,,,,,artista,,0,,,,
Libia Posada,1279,Libia,Posada,,,1959,,F,Colombiana,Colombia,Andes/Antioquia,artista,,0,,,,
Lia Cook,1280,Lia,Cook,,,,,,,,,artista,,0,,,,
Lia Kaufman,1281,Lia,Kaufman,,,,,,,,,artista,,0,,,,
Levier,1282,Levier,,,,,,,,,,artista,,0,,,,
Leslie Correl,1283,Leslie,Correl,,,,,,,,,artista,,0,,,,
Les Levine,1284,Les,Levine,,,,,,,,,artista,,0,,,,
Leopoldo Méndez,1285,Leopoldo,Méndez,,,,,,,,,artista,,0,,,,
Leopoldo Richter,1286,Leopoldo,Richter,,,,,,,,,artista,,0,,,,
Leonel Galeano,1287,Leonel,Galeano,,,1971,,M,Colombiana,Colombia,"Mosquera, Cundinamarca",artista,,0,,,,
Leoncio Villanueva,1288,Leoncio,Villanueva,,,,,,,,,artista,,0,,,,
Leonardo Bezzola,1289,Leonardo,Bezzola,,,,,,,,,artista,,0,,,,
Leonard Lehrer,1290,Leonard,Lehrer,,,,,,,,,artista,,0,,,,
León Múnera,1291,León,Múnera,,,,,,,,,artista,,0,,,,
León Tenenbaum,1292,León,Tenenbaum,,,,,,,,,artista,,0,,,,
Leo Leonni,1293,Leo,Leonni,,,,,,,,,artista,,0,,,,
Leo Matiz,1294,Leo,Matiz,,,,,,,,,artista,,0,,,,
Leo NathanielHicks,1295,Leo,NathanielHicks,,,,,,,,,artista,,0,,,,
Leitón Rodríguez,1296,Leitón,Rodríguez,,,,,,,,,artista,,0,,,,
Leibe Liscano,1297,Leibe,Liscano,,,,,,,,,artista,,0,,,,
Lee Mullican,1298,Lee,Mullican,,,,,,,,,artista,,0,,,,
Leda Watson,1299,Leda,Watson,,,,,,,,,artista,,0,,,,
Leandro Velasco,1300,Leandro,Velasco,,,,,,,,,artista,,0,,,,
Le Gac,1301,Le,Gac,,,,,,,,,artista,,0,,,,
lazid Thame,1302,lazid,Thame,,,,,,,,,artista,,0,,,,
Laurie Hall,1303,Laurie,Hall,,,,,,,,,artista,,0,,,,
Laszio Meitner,1304,Laszio,Meitner,,,,,,,,,artista,,0,,,,
Lasar Segall,1305,Lasar,Segall,,,,,,,,,artista,,0,,,,
Larry Brown,1306,Larry,Brown,,,,,,,,,artista,,0,,,,
Lance Wyman,1307,Lance,Wyman,,,,,,,,,artista,,0,,,,
Lalo Borja,1308,Lalo,Borja,,,,,,,,,artista,,0,,,,
Kurt Blum,1309,Kurt,Blum,,,,,,,,,artista,,0,,,,
Kurt Wyss,1310,Kurt,Wyss,,,,,,,,,artista,,0,,,,
Kunito Nagaoka,1311,Kunito,Nagaoka,,,,,,,,,artista,,0,,,,
Kristian Gavoile,1312,Kristian,Gavoile,,,,,,,,,artista,,0,,,,
Konrad Klapheck,1313,Konrad,Klapheck,,,,,,,,,artista,,0,,,,
Klavdij Tutta,1314,Klavdij,Tutta,,,,,,,,,artista,,0,,,,
Kim Mansera,1315,Kim,Mansera,,,,,,,,,artista,,0,,,,
Kenso Okada,1316,Kenso,Okada,,,,,,,,,artista,,0,,,,
Kenneth Armitage,1317,Kenneth,Armitage,,,,,,,,,artista,,0,,,,
Kenneth Caplan,1318,Kenneth,Caplan,,,,,,,,,artista,,0,,,,
Kenneth Hale,1319,Kenneth,Hale,,,,,,,,,artista,,0,,,,
Kenneth Lochhead,1320,Kenneth,Lochhead,,,,,,,,,artista,,0,,,,
Kenjilao Nanao,1321,Kenjilao,Nanao,,,,,,,,,artista,,0,,,,
Ken Damby,1322,Ken,Damby,,,,,,,,,artista,,0,,,,
Kay Yee,1323,Kay,Yee,,,,,,,,,artista,,0,,,,
