nombre_s,tipo_s,nombre_t,tipo_t,ano
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Guillermo Wiedemann,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Alejandro Obregón,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Édgar Negret,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Enrique Grau,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Eduardo Ramírez Villamizar,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Hernando Tejada,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Ómar Rayo,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Carlos Rojas,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Bernardo Salcedo,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Beatriz González,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Jim Amaral,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Manuel Hernández,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Santiago Cárdenas,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Feliza Bursztyn,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Hugo Zapata,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Alicia Barney,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Luis Fernando Zapata,artista,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Carlos Gómez,artista,1997
Maria Thereza Negreiros - 1997,expo,María Thereza Negreiros,artista,1997
"Carlos Andrade, pinturas, cajas de luces y monotipos - 1998",expo,Carlos Andrade,artista,1998
Grabados y Dibujos - 1998,expo,Lorenzo Jaramillo,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Jorge Julián Aristizábal,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Patricia Bravo,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Johanna Calle,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Jaime Franco,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Jaime Iregui,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Víctor Laignelet,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Luz Ángela Lizarazo,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Germán Londoño,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Cristina Llano,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Rafael Ortiz,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Nadín Ospina,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Luis Fernando Roldán,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Ana María Rueda,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Carlos Salas Silva,artista,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Gabriel Silva Rubio,artista,1998
"Cristina Llano, pinturas y dibujos - 1998",expo,Cristina Llano,artista,1998
El Último Vehículo - 1998,expo,Jaime Iregui,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Fernando Maza,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Liliana Porter,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Rubens Gerchman,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Carlos Cruz-Diez,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Jesús Rafael Soto,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Édgar Negret,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Eduardo Ramírez Villamizar,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Hernando Tejada,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Feliza Bursztyn,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Carlos Rojas,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Beatriz Daza,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Emma Reyes,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Alberto Arboleda,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,David Manzur,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Hugo Zapata,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Lydia Azout,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Consuelo Gómez,artista,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Mónica Negret,artista,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Óscar Pantoja,artista,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Hugo Cifuentes,artista,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Enrique Tábara,artista,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Oswaldo Guayasamín,artista,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Luis Molinari-Flores,artista,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Herman Braun-Vega,artista,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Gerardo Chávez,artista,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Fernando de Szyszlo,artista,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Arturo Kubotta,artista,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Anselmo Carrera Rojas,artista,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Tadeo Castro,artista,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Eduardo Cervantes,artista,1998
Exposición-homenaje a Jan Bartelsman y Hernando Tejada - 1998,expo,Jan Bartelsman,artista,1998
Exposición-homenaje a Jan Bartelsman y Hernando Tejada - 1998,expo,Hernando Tejada,artista,1998
Luis Caballero - 1998,expo,Luis Caballero,artista,1998
En la Punta de la Lengua - 1998,expo,Rodrigo Facundo,artista,1998
Exposición de pintura en gran formato - 1998,expo,Liliana Porter,artista,1998
Exposición de pintura en gran formato - 1998,expo,Arcangelo Ianelli,artista,1998
Exposición de pintura en gran formato - 1998,expo,Sammy Benmayor,artista,1998
Exposición de pintura en gran formato - 1998,expo,Francisco Rodón,artista,1998
Exposición de pintura en gran formato - 1998,expo,Carlos Zerpa,artista,1998
Exposición de pintura en gran formato - 1998,expo,Manuel Hernández,artista,1998
Exposición de pintura en gran formato - 1998,expo,María Thereza Negreiros,artista,1998
Exposición de pintura en gran formato - 1998,expo,Jonier Marín,artista,1998
Exposición de pintura en gran formato - 1998,expo,Luis Fernando Roldán,artista,1998
Exposición de pintura en gran formato - 1998,expo,Danilo Dueñas,artista,1998
Exposición de pintura en gran formato - 1998,expo,Miguel Bohmer,artista,1998
Exposición de pintura en gran formato - 1998,expo,Luz Ángela Lizarazo,artista,1998
Exposición de pintura en gran formato - 1998,expo,Luis Fernando Escobar,artista,1998
Exposición de pintura en gran formato - 1998,expo,Diego Mazuera,artista,1998
Exposición de pintura en gran formato - 1998,expo,Rafael Echeverri,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Liliana Porter,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Sergio Camporeale,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Antonio Seguí,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Daniel Senise,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,José Balmes,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Gracia Barrios,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Roser Bru,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Eugenio Dittborn,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Guillermo Trujillo,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Tabo Toral,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Fernando de Szyszlo,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Anselmo Carrera Rojas,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Óscar Pantoja,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,José Gamarra,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Luis Alberto Solari,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Rodolfo Abularach,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Pedro Alcántara Herrán,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Ever Astudillo,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Luis Caballero,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Santiago Cárdenas,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Antonio Caro,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Leonel Góngora,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Enrique Grau,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Manuel Hernández,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Lorenzo Jaramillo,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Darío Morales,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Beatriz González,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Ómar Rayo,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Rosemberg Sandoval,artista,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Lucy Tejada,artista,1998
Brasil - 1999,expo,Edith Behring,artista,1999
Brasil - 1999,expo,María Luisa Beer,artista,1999
Brasil - 1999,expo,Ruth Bessoudo Courvoisier,artista,1999
Brasil - 1999,expo,Luis Gregorio Correia,artista,1999
Brasil - 1999,expo,Tancredo De Araújo,artista,1999
Brasil - 1999,expo,Roberto De Lamonica,artista,1999
Brasil - 1999,expo,León Ferrari,artista,1999
Brasil - 1999,expo,Rubens Gerchman,artista,1999
Brasil - 1999,expo,Clarisse Gueller,artista,1999
Brasil - 1999,expo,Arcangelo Ianelli,artista,1999
Brasil - 1999,expo,María Thereza Negreiros,artista,1999
Brasil - 1999,expo,Arthur Luiz Piza,artista,1999
Brasil - 1999,expo,Daniel Senise,artista,1999
Brasil - 1999,expo,Yutaka Toyota,artista,1999
Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia - 1999,expo,Pedro Alcántara Herrán,artista,1999
Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia - 1999,expo,Jim Amaral,artista,1999
Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia - 1999,expo,Lydia Azout,artista,1999
Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia - 1999,expo,Alicia Barney,artista,1999
Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia - 1999,expo,Feliza Bursztyn,artista,1999
